"device_id","type","bucket_step_minutes","timestamp","wind_lull","wind_avg","wind_gust","wind_dir","wind_interval","pressure","temperature","humidity","lux","uv","solar_radiation","precip","precip_type","strike_distance","strike_count","battery","report_interval","local_daily_precip","precip_final","local_daily_precip_final","precip_analysis_type"
246921,obs_st,1,1711013220,0,0.23,1.25,256,3,1016.7,-0.8,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711013280,0,0.64,1.42,253,3,1016.7,-0.9,48,0,0,0,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711013340,0,0.4,0.93,260,3,1016.7,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711013400,0,0.19,0.85,253,3,1016.8,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711013460,0,0.61,1.11,301,3,1016.8,-0.9,49,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711013520,0.54,1.39,2.46,332,3,1016.8,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711013580,0.04,0.61,1.23,249,3,1016.8,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711013640,0.2,1.04,1.55,260,3,1016.8,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711013700,0.28,1.24,2.08,228,3,1016.8,-1,49,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711013760,0.02,1.03,2.31,325,3,1016.8,-1,49,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711013820,0,0.35,1.41,338,3,1016.9,-1,49,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711013880,0.01,0.98,2.18,303,3,1016.9,-1,49,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711013940,0,0.7,1.26,306,3,1016.8,-1,49,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014000,0,0.83,1.77,347,3,1016.9,-1,49,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014060,0.12,1.25,2.41,343,3,1016.9,-1,49,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014120,0.03,1.46,3.19,323,3,1016.9,-1,49,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014180,0.41,1.64,2.62,316,3,1016.9,-1,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014240,0.08,1.07,2.62,284,3,1016.9,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014300,0.01,0.87,1.65,311,3,1016.9,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014360,0,0.39,1.5,337,3,1016.9,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014420,0,0.17,0.61,269,3,1017,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014480,0.7,1.85,3.11,279,3,1016.9,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014540,0.4,1.47,2.86,327,3,1017,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014600,0.33,1.32,2.29,293,3,1017,-0.9,48,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014660,0.04,1.37,2.87,330,3,1017,-0.9,47,0,0,0,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711014720,0,1.4,2.75,352,3,1017,-0.9,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014780,0.59,1.43,2.24,352,3,1017,-0.9,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014840,0.13,1.18,2.02,345,3,1017.1,-0.9,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014900,0.06,1.27,2.2,315,3,1017,-0.9,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711014960,0.01,0.95,1.75,248,3,1017.1,-0.9,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015020,0.03,0.78,1.4,253,3,1017.1,-0.9,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015080,0.01,1.08,2.53,323,3,1017.1,-0.9,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015140,0.93,1.84,3.63,335,3,1017.1,-0.9,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015200,0.01,1.13,3.1,305,3,1017.1,-0.9,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015260,0.23,1.74,3.62,339,3,1017.1,-0.9,46,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015320,0,0.91,2.5,326,3,1017.1,-0.9,46,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015380,0.21,1.16,2.06,334,3,1017.1,-0.9,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015440,0.28,1.08,1.98,336,3,1017.1,-0.9,46,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015500,0.14,1.17,2.49,323,3,1017.2,-0.9,46,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015560,0.01,0.89,2.11,333,3,1017.2,-1,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015620,0,0.59,1.45,239,3,1017.2,-1,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015680,0.92,2.05,3.36,339,3,1017.3,-1,47,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015740,0.77,1.34,1.96,290,3,1017.2,-1,46,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015800,0.04,1.12,1.91,293,3,1017.3,-1,46,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015860,0.08,1.1,2.32,326,3,1017.3,-1,46,0,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015920,0.28,1.09,2.33,340,3,1017.3,-1,45,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711015980,0.4,2.1,3.76,334,3,1017.4,-1,45,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016040,0.61,2.19,3.58,320,3,1017.4,-1,44,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016100,0.22,1.52,2.95,304,3,1017.4,-1,44,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016160,0.47,1.86,2.9,333,3,1017.4,-1,44,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016220,0.14,1.43,2.14,343,3,1017.4,-1,45,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016280,0,0.58,1.73,322,3,1017.5,-1,45,1,0,0,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711016340,0.16,1.83,3.29,344,3,1017.5,-1,45,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016400,0.02,0.95,2.2,335,3,1017.5,-1,45,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016460,0.35,1.2,2.01,313,3,1017.5,-1,45,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016520,0.05,1,1.92,311,3,1017.5,-1,45,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016580,0,0.24,0.87,242,3,1017.6,-1,45,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016640,0,0.64,1.59,315,3,1017.6,-1.1,45,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016700,0.05,1.03,1.99,266,3,1017.6,-1.1,45,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016760,0.44,1.72,2.56,343,3,1017.6,-1.1,44,1,0,0,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711016820,0,0.92,2.53,348,3,1017.6,-1.1,44,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016880,0.01,1.53,3.1,341,3,1017.7,-1.1,45,1,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711016940,0.03,1.06,1.87,272,3,1017.7,-1.1,44,1,0,0,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711017000,0.25,1.15,1.97,264,3,1017.7,-1.1,44,2,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017060,0.04,1.58,3.42,339,3,1017.7,-1.1,44,3,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017120,0.49,1.37,2.73,345,3,1017.7,-1.1,44,3,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017180,0.05,1,2.17,257,3,1017.7,-1.1,44,3,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017240,0.08,1.34,3.48,331,3,1017.8,-1.1,44,4,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017300,0.02,1.01,2.53,330,3,1017.8,-1.1,44,4,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017360,0.15,1.47,3.65,282,3,1017.8,-1.1,44,4,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017420,0.04,0.9,1.84,342,3,1017.8,-1.1,44,5,0,0,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711017480,0.12,1.23,3.1,334,3,1017.9,-1.1,44,7,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017540,0.12,1.07,1.89,285,3,1017.9,-1.1,44,9,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017600,0.75,1.59,2.53,341,3,1017.9,-1.1,44,11,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017660,0.03,0.97,2.26,344,3,1017.9,-1.1,44,14,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017720,0,0.87,1.74,335,3,1017.9,-1.1,44,18,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017780,0.12,1,2.06,248,3,1017.9,-1.1,44,22,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017840,0.25,0.86,1.84,299,3,1018,-1.1,44,27,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711017900,0.09,1.24,2.46,341,3,1018,-1.1,45,34,0,0,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711017960,0,0.26,0.79,301,3,1018,-1.2,45,42,0,0,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711018020,0,0.03,0.57,241,3,1018,-1.2,45,49,0,0,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018080,0.05,0.81,1.48,339,3,1018.1,-1.2,45,60,0,1,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018140,0,0.29,1.05,280,3,1018.1,-1.2,46,72,0,1,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018200,0,0.29,0.84,255,3,1018.1,-1.2,46,86,0,1,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711018260,0.58,1.02,2.21,248,3,1018.1,-1.3,46,102,0,1,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018320,0.88,1.98,3.73,291,3,1018.1,-1.3,45,119,0,1,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018380,0.02,0.91,1.68,338,3,1018.1,-1.3,45,139,0,1,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018440,0.62,1.37,2.56,348,3,1018.1,-1.3,45,161,0,2,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018500,0.29,2.07,3.71,348,3,1018.1,-1.3,45,185,0,2,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018560,0.01,1.01,2.18,311,3,1018.2,-1.3,45,211,0.01,2,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018620,0.73,1.18,1.89,335,3,1018.2,-1.3,45,241,0.01,2,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018680,0,0.55,2.05,231,3,1018.3,-1.3,45,271,0.01,3,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018740,0.63,1.2,1.73,339,3,1018.3,-1.3,45,306,0.01,3,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018800,0,0.52,1.21,264,3,1018.3,-1.3,45,343,0.01,3,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711018860,0.94,1.8,3.07,326,3,1018.3,-1.3,45,382,0.01,4,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018920,0.85,1.48,2.12,346,3,1018.3,-1.3,44,423,0.01,4,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711018980,0.06,1.46,2.38,345,3,1018.3,-1.3,45,468,0.01,4,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711019040,0.01,0.75,1.59,324,3,1018.4,-1.3,45,514,0.02,4,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711019100,0.02,1.17,2.33,351,3,1018.4,-1.3,45,562,0.02,4,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711019160,0.11,1.61,2.6,349,3,1018.4,-1.3,45,612,0.02,5,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711019220,0.01,1.2,3.2,322,3,1018.4,-1.3,45,663,0.02,5,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711019280,0,0.53,1.56,235,3,1018.4,-1.3,45,716,0.02,6,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711019340,0,0.8,1.73,327,3,1018.5,-1.3,45,768,0.02,6,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711019400,0.01,0.66,1.5,345,3,1018.5,-1.3,45,822,0.03,7,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711019460,0.04,1.21,1.88,351,3,1018.5,-1.3,45,878,0.03,7,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711019520,0,0.7,1.76,319,3,1018.5,-1.3,45,933,0.03,8,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711019580,0.02,0.6,1.76,340,3,1018.6,-1.3,45,988,0.03,8,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711019640,0.07,0.67,1.47,327,3,1018.5,-1.3,45,1044,0.03,9,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711019700,0.48,1.17,1.95,335,3,1018.6,-1.3,45,1099,0.04,9,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711019760,0.06,0.83,2.21,291,3,1018.6,-1.3,45,1154,0.04,10,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711019820,0.02,1.01,2.04,341,3,1018.6,-1.3,45,1212,0.04,10,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711019880,0,0.8,2.05,346,3,1018.6,-1.3,45,1266,0.04,11,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711019940,0,0.53,1.22,299,3,1018.7,-1.3,46,1320,0.04,11,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020000,0.48,1.14,1.9,235,3,1018.7,-1.3,46,1373,0.05,11,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020060,0.5,1.43,2.12,341,3,1018.7,-1.4,46,1426,0.05,11,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020120,0,0.58,1.55,298,3,1018.7,-1.4,46,1478,0.05,12,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020180,0.02,0.96,1.64,345,3,1018.7,-1.4,46,1531,0.05,12,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020240,0.01,0.68,1.33,311,3,1018.7,-1.4,46,1582,0.05,13,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711020300,0,1.09,2.1,347,3,1018.8,-1.4,46,1632,0.05,13,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711020360,0,0.58,1.83,329,3,1018.8,-1.4,46,1684,0.06,14,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711020420,0.19,1.57,3.89,338,3,1018.8,-1.4,46,1734,0.06,14,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020480,0.86,1.45,2.25,338,3,1018.8,-1.4,46,1782,0.06,15,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711020540,0,0.41,1.29,330,3,1018.8,-1.4,46,1830,0.06,15,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020600,0.36,1.3,1.97,345,3,1018.8,-1.3,46,1879,0.06,16,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020660,0.42,1.17,1.93,342,3,1018.9,-1.3,47,1925,0.06,16,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020720,0,0.04,0.42,280,3,1018.9,-1.3,47,1971,0.07,17,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020780,0,0.8,1.86,352,3,1018.9,-1.3,47,2017,0.07,17,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711020840,0,0.72,1.58,319,3,1019,-1.3,47,2062,0.07,17,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020900,0.02,1.07,2.03,319,3,1019,-1.3,47,2107,0.07,18,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711020960,0.19,1.21,2.11,343,3,1019,-1.3,47,2149,0.07,18,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711021020,0.01,0.75,1.75,336,3,1019,-1.3,47,2191,0.07,19,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021080,0.07,1.06,1.64,341,3,1019,-1.3,47,2240,0.08,19,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021140,0,0.5,1.25,327,3,1019,-1.3,48,2308,0.08,19,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021200,0,0.81,2.3,327,3,1019.1,-1.3,48,2366,0.08,19,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021260,0.51,1.75,4.09,267,3,1019.1,-1.3,47,2392,0.08,20,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021320,0,0.95,2.72,336,3,1019,-1.2,47,2460,0.08,20,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021380,0.22,1.81,3.41,347,3,1019.1,-1.2,47,2567,0.09,21,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021440,1.03,1.96,2.98,349,3,1019.1,-1.2,47,2533,0.09,21,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021500,0.28,1.26,2.17,318,3,1019.1,-1.2,47,2521,0.08,21,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021560,0.06,1.5,3,338,3,1019.1,-1.2,47,2559,0.09,21,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021620,0.39,1.4,2.28,325,3,1019.1,-1.2,47,2591,0.09,21,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021680,0.68,1.85,2.97,347,3,1019.2,-1.1,47,2628,0.09,22,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021740,0.02,1.41,2.59,338,3,1019.2,-1.1,47,2680,0.09,22,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021800,0.01,1.21,2.43,352,3,1019.2,-1.1,47,2781,0.09,23,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021860,0.07,1.31,3.2,344,3,1019.2,-1.1,47,2934,0.1,25,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711021920,0.05,1.18,3.33,300,3,1019.2,-1.1,47,3273,0.11,27,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711021980,0.02,0.96,1.75,335,3,1019.2,-1.1,47,3551,0.12,29,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711022040,0.08,1.37,2.01,347,3,1019.2,-1,48,3282,0.11,27,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711022100,0,0.47,1.85,317,3,1019.2,-1,48,3830,0.13,32,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711022160,0.01,0.98,2.05,314,3,1019.2,-1,48,4938,0.17,42,0,0,0,0,2.62,1,0,0,0,0,
246921,obs_st,1,1711022220,0.6,1.12,1.6,340,3,1019.2,-1,48,4909,0.17,41,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711022280,0.29,1.45,2.4,342,3,1019.2,-0.9,48,3697,0.12,31,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711022340,0.08,1.02,1.82,263,3,1019.3,-0.9,48,3040,0.1,26,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711022400,0,0.64,1.57,318,3,1019.3,-0.9,48,3076,0.1,26,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711022460,0.59,1.4,2.17,346,3,1019.3,-0.9,48,3138,0.11,27,0,0,0,0,2.61,1,0,0,0,0,
246921,obs_st,1,1711022520,0.02,0.85,1.6,294,3,1019.3,-0.9,48,3211,0.11,27,0,0,0,0,2.61,1,0,0,0,0,
